	station46	station49	station121	station45	station50	station126
otu_8948	1	0	0	0	0	6
otu_8949	0	0	8	0	0	21
otu_8950	0	0	7	0	1	2
otu_8951	0	0	0	0	0	89
otu_8952	3	0	10	35	11	2
otu_8955	0	0	12	0	0	2
otu_8956	0	0	6	0	0	93
otu_8958	104	6	93	12	49	2
otu_8959	0	0	0	0	0	186
otu_8960	1	0	26	0	5	0
otu_8963	0	8	48	178	1	46
otu_8971	0	0	0	0	0	593
otu_8972	0	0	0	0	0	2
otu_8973	0	0	8	0	0	0
otu_8974	247	24	0	0	0	8
otu_8978	0	0	0	5	3	4
otu_8979	0	0	0	0	0	2
otu_8980	91	3	0	63	2	8
otu_8981	0	0	0	4	0	0
otu_8982	1	0	0	0	0	6
otu_8983	0	0	0	0	5	11
otu_8986	1	0	1	0	1	70
otu_8987	0	0	0	0	0	3
otu_8989	41	0	0	0	0	0
otu_8991	0	0	0	0	1	370
otu_8992	0	0	0	0	0	2
otu_8995	0	0	2	0	0	0
otu_8996	0	0	1	0	4	0
otu_8998	0	0	15	15	5	114
otu_8999	0	0	1	0	0	36
otu_9001	36	0	1	87	13	6
otu_9003	74	17	0	0	0	0
otu_9004	1	0	0	0	0	0
otu_9005	0	0	19	0	0	0
otu_9010	5	0	1	63	2	4
otu_9011	0	1	0	0	0	0
otu_9012	0	25	0	0	0	0
otu_9013	19	1	6	195	2	28
otu_9019	31	82	0	1	0	8
otu_9020	0	0	1	0	1	3
otu_9023	2	0	0	0	0	5
otu_9024	0	5	0	0	0	0
otu_9025	0	1	0	0	0	0
otu_9026	0	0	11	0	0	1
otu_9027	0	4	116	0	1	3
otu_9028	0	0	0	0	0	8
otu_9029	8	0	0	9	0	0
otu_9030	0	123	2	0	0	0
otu_9032	0	0	2	0	0	67
otu_9034	0	0	0	0	0	42
otu_9035	330	3	1	0	0	0
otu_9038	15	46	0	8	1	0
otu_9039	0	154	0	0	1	0
otu_9040	9	0	0	0	0	0
otu_9041	0	0	2	0	0	55
otu_9042	0	0	0	0	0	1
otu_9047	6	0	2	46	27	7
otu_9048	3	1	6	2	1	0
otu_9051	0	0	0	0	0	14
otu_9052	0	0	0	1	1	0
otu_9054	48	38	0	0	0	2
otu_9055	7	3	5	382	26	18
otu_9056	4	5	0	28	5	0
otu_9058	31	1	0	56	5	11
otu_9059	1	0	5	1	42	0
otu_9061	20	5	0	67	1	0
otu_9067	0	0	0	0	0	196
otu_9071	0	0	0	0	0	9
otu_9073	0	0	9	0	0	0
otu_9074	0	0	69	0	0	27
otu_9076	28	1	1	157	5	26
otu_9079	0	3	0	0	0	0
otu_9080	0	0	0	0	0	3
otu_9081	15	0	1	4	9	3
otu_9085	0	0	0	3	0	0
otu_9086	0	6	0	0	0	0
otu_9090	0	0	0	2	6	3
otu_9092	0	0	6	0	18	41
otu_9093	0	0	0	0	0	174
otu_9094	0	0	0	2	1	0
otu_9095	0	39	50	0	7	357
otu_9096	2	320	114	0	0	106
otu_9099	0	2	0	0	0	2
otu_9103	0	0	128	0	0	0
otu_9104	0	1	0	0	0	0
otu_9105	0	0	0	0	28	0
otu_9108	0	0	1	0	0	32
otu_9109	12	30	1	0	0	1
otu_9110	0	0	3	0	5	10
otu_9111	0	15	0	0	1	0
otu_9112	45	8	6	138	11	4
otu_9113	1	0	0	0	0	36
otu_9114	0	5	0	0	0	0
otu_9115	0	0	1	0	0	12
otu_9116	1	0	0	0	0	11
otu_9118	12	3	1	11	2	2
otu_9119	0	0	3	0	0	0
otu_9120	0	2	0	1	41	2
otu_9124	0	0	0	2	0	11
otu_9125	1	0	0	2	4	20
otu_9128	0	0	2	0	0	0
otu_9130	9	0	14	103	26	12
otu_9132	0	0	0	0	1	1
otu_9134	0	3	0	0	0	0
otu_9136	53	29	26	329	266	16
otu_9138	4	5	2	2	0	8
otu_9139	14	1	5	2	24	0
otu_9140	0	2	1	0	0	1
otu_9141	20	1	6	154	62	0
otu_9142	30	0	3	23	2	674
otu_9144	0	0	0	0	0	2
otu_9146	0	0	0	0	0	207
otu_9148	3	419	0	2	147	0
otu_9150	18	0	1	169	9	24
otu_9151	10	0	37	98	11	47
otu_9153	2	0	0	0	0	0
otu_9154	0	0	5	0	0	71
otu_9155	2	2	0	0	17	2
otu_9156	0	3	7	2	8	0
otu_9157	0	0	0	0	1	0
otu_9159	0	0	123	0	0	125
otu_9162	0	1	0	0	1	3
otu_9163	63	13	0	28	0	6
otu_9164	3	1	0	1	10	22
otu_9165	2	0	0	1	0	0
otu_9167	0	0	1	0	2	0
otu_9175	10	0	0	0	0	0
otu_9176	0	0	0	0	1	0
otu_9177	0	0	11	0	0	14
otu_9178	4	0	0	0	0	0
otu_9180	4	0	0	14	2	13
otu_9181	1	0	0	0	2	2
otu_9183	47	4	0	17	0	0
otu_9185	0	0	0	1	1	4
otu_9187	58	24	0	126	1	0
otu_9190	0	0	0	0	0	10
otu_9191	8	0	0	0	0	0
otu_9192	0	0	19	0	0	4
otu_9194	0	0	0	26	0	245
otu_9195	0	0	6	1	1	121
otu_9197	1	0	3	2	5	9
otu_9198	0	0	1	0	0	0
otu_9201	0	1	0	0	0	0
otu_9202	0	0	0	0	0	6
otu_9203	9	0	0	0	0	0
otu_9205	0	0	0	0	3	0
otu_9206	0	0	0	0	0	1
otu_9208	5	0	0	9	1	12
otu_9209	0	0	0	0	0	117
otu_9210	0	0	5	0	1	0
otu_9211	10	0	3	0	1	7
otu_9213	77	0	7	428	0	0
otu_9214	1	0	0	0	0	0
otu_9217	1	0	0	0	0	31
otu_9218	0	0	1	0	0	7
otu_9219	2	0	0	0	8	18
otu_9220	2	3	0	0	0	0
otu_9222	7	3	68	8	6	17
otu_9224	0	0	0	0	8	0
otu_9225	0	0	0	0	0	60
otu_9226	29	67	4	2	0	13
otu_9229	0	1	0	0	0	0
otu_9231	0	0	1	0	0	0
otu_9233	0	2	0	0	2	84
otu_9234	0	0	0	0	0	1
otu_9235	0	0	1	0	1	1
otu_9238	0	0	4	0	0	1
otu_9239	0	1	3	0	1	0
otu_9240	25	3	29	80	5	96
otu_9241	15	2	12	9	7	6
otu_9246	75	3	76	326	100	16
otu_9247	81	1	0	6	0	0
otu_9248	8	0	0	24	0	0
otu_9249	9	0	0	0	3	8
otu_9250	0	3	60	0	0	5
otu_9253	0	0	0	0	0	1
otu_9255	0	0	0	0	0	90
otu_9257	0	2	6	0	0	10
otu_9258	0	3	1	1	0	0
otu_9259	13	0	4	13	19	17
otu_9260	0	0	0	0	0	14
otu_9261	0	9	0	0	0	0
otu_9263	2	3	15	26	3	35
otu_9264	0	1	13	18	1	97
otu_9265	2	0	0	0	3	12
otu_9266	101	61	0	15	1	1
otu_9267	5	0	0	22	6	16
otu_9269	849	0	0	0	0	0
otu_9270	0	1	0	0	1	0
otu_9271	0	2	0	0	0	0
otu_9272	0	7	0	0	0	28
otu_9275	0	130	0	0	0	0
otu_9276	0	2	0	0	2	2
otu_9277	22	1	12	33	52	23
otu_9281	11	1	1	6	4	9
otu_9282	0	0	1	2	0	6
otu_9283	0	0	24	0	0	1
otu_9285	0	10	0	0	0	0
otu_9286	0	0	0	1	0	8
otu_9288	30	0	23	0	0	0
otu_9289	7	8	1	1	0	1
otu_9290	1	1	1	66	1	3
otu_9292	0	4	0	0	0	0
otu_9295	0	4	0	0	0	3
otu_9300	7	0	0	0	0	0
otu_9301	0	0	25	0	0	95
otu_9302	3	0	0	0	0	0
otu_9303	1	0	0	25	0	2
otu_9305	0	1	6	0	127	6
otu_9306	0	0	0	0	0	48
otu_9307	4	2	0	7	9	16
otu_9309	0	0	2	0	0	0
otu_9311	0	0	0	0	16	96
otu_9312	0	0	0	0	0	8
otu_9314	39	8	4	210	57	1
otu_9315	0	0	54	0	0	19
otu_9316	0	0	0	8	0	0
otu_9319	2	3	11	16	72	9
otu_9320	0	0	3	0	2	7
otu_9321	2	5	0	155	0	0
otu_9322	0	0	15	0	0	6
otu_9326	82	0	0	0	0	3
otu_9328	0	1	2	0	19	63
otu_9329	1	0	0	0	1	123
otu_9330	3066	0	0	0	0	0
otu_9331	0	0	0	0	0	3
otu_9332	0	0	0	0	2	2
otu_9333	5	0	0	20	5	10
otu_9334	44	22	2	87	19	90
otu_9338	2	3	0	23	6	15
otu_9339	309	17	19	172	3	0
otu_9340	24	3	14	36	15	15
otu_9341	0	4	0	0	0	3
otu_9342	5	1	1	35	4	0
otu_9343	0	0	0	0	0	62
otu_9347	0	0	0	0	0	9
otu_9348	0	0	0	0	0	1
otu_9349	2	0	0	8	7	137
otu_9355	4	6	0	5	3	5
otu_9357	3	3	23	8	5	12
otu_9358	0	0	6	0	0	28
otu_9362	0	0	8	0	0	12
otu_9363	0	0	0	7	0	9
otu_9364	0	1	0	0	0	34
otu_9365	17	1	1	50	1	9
otu_9368	0	0	0	0	0	360
otu_9369	56	2	0	87	0	114
otu_9371	0	5	0	0	0	0
otu_9372	0	0	0	0	0	47
otu_9373	0	0	0	0	0	10
otu_9375	0	2	0	0	0	0
otu_9376	0	0	1	1	0	0
otu_9378	0	1	9	0	0	4
otu_9381	0	0	0	0	0	1
otu_9382	0	0	0	3	0	354
otu_9383	0	9	4	0	0	730
otu_9384	0	0	10	0	3	195
otu_9386	264	0	0	3	0	0
otu_9387	31	3	7	1	3	9
otu_9388	0	1	0	13	2	2
otu_9389	0	0	0	0	12	0
otu_9390	0	0	1	0	0	11
otu_9391	0	0	0	0	4	0
otu_9392	0	0	0	0	0	5
otu_9394	1	0	0	0	0	2
otu_9397	0	1	0	0	0	126
otu_9398	1	2	1	0	0	199
otu_9400	1	3	8	4	15	8
otu_9402	0	148	0	0	0	0
otu_9403	1	0	0	9	0	192
otu_9404	0	0	0	3	0	16
otu_9405	0	6	1	0	0	0
otu_9406	0	0	80	0	0	0
otu_9408	1	0	0	0	0	29
otu_9409	2	0	1	0	0	12
otu_9411	10	0	0	0	0	0
otu_9414	0	0	8	0	0	12
otu_9415	0	64	0	0	0	0
otu_9416	150	24	0	215	10	1
otu_9417	1	0	5	0	1	0
otu_9418	2	15	5	26	20	28
otu_9420	1	0	4	0	10	26
otu_9423	0	0	0	0	0	3
otu_9424	0	0	0	0	0	5
otu_9427	6	28	15	0	14	53
otu_9428	0	13	0	0	1	2
otu_9429	0	0	0	0	2	0
otu_9430	0	0	0	0	0	1
otu_9432	76	1	26	358	1	22
otu_9434	0	1	7	4	18	2
otu_9435	2	0	0	0	0	0
otu_9437	129	3	3	5	3	29
otu_9438	0	0	1	0	0	0
otu_9443	7	0	0	0	0	0
otu_9444	0	0	0	1	0	0
otu_9447	4	0	0	0	0	0
otu_9448	0	0	4	0	0	0
otu_9449	28	0	0	190	0	0
otu_9451	1	6	0	0	2	1
otu_9452	7	2	1	68	9	37
otu_9453	0	4	6	3	56	15
otu_9454	0	0	1	0	6	5
otu_9455	0	2	0	0	1	0
otu_9457	1	0	0	0	0	25
otu_9459	2	0	1	0	0	5
otu_9460	0	0	2	1	0	18
otu_9461	0	1	9	0	0	28
otu_9462	6	0	0	0	25	35
otu_9463	1	1	0	1	7	11
otu_9466	0	3	0	0	0	0
otu_9468	0	24	2	0	0	0
otu_9469	24	13	38	210	4	11
otu_9470	0	0	9	0	4	5
otu_9471	0	0	5	0	0	0
otu_9473	0	80	0	0	0	0
otu_9475	0	130	0	0	0	0
otu_9477	0	1	0	0	0	1
otu_9482	0	0	1	0	0	0
otu_9483	0	1	0	0	0	0
otu_9485	0	1	0	0	0	0
otu_9486	0	0	6	0	0	0
otu_9487	13	2	0	0	2	0
otu_9488	0	0	0	0	0	2
otu_9490	266	1	14	4	1	10
otu_9492	0	2	0	1	0	0
otu_9493	0	0	19	0	1	0
otu_9495	0	0	2	0	2	211
otu_9496	0	0	5	0	0	2
otu_9497	0	0	0	0	5	1
otu_9500	12	2	40	36	14	4
otu_9502	0	1	0	1	0	0
otu_9504	0	0	0	0	0	5
otu_9505	2	45	0	0	0	0
otu_9506	1	0	0	0	0	0
otu_9508	0	0	21	0	0	0
otu_9510	0	0	3	0	0	5
otu_9511	0	2	0	35	0	124
otu_9512	0	0	1	0	0	2
otu_9516	0	0	11	0	0	0
otu_9517	0	0	0	0	2	11
otu_9518	0	0	0	0	0	14
otu_9519	0	0	1	0	0	0
otu_9520	0	0	19	3	34	6
otu_9521	0	0	0	0	0	18
otu_9522	0	0	1	0	0	11
otu_9523	34	5	3	7	1	97
otu_9524	0	0	4	0	0	0
otu_9525	0	0	1	0	0	9
otu_9526	1	41	3	0	0	2
otu_9529	0	0	1	0	0	0
otu_9530	0	0	1	0	3	1
otu_9533	1	1	0	0	0	0
otu_9534	0	0	0	22	2	0
otu_9535	0	0	11	0	0	8
otu_9536	15	7	6	3	1	47
otu_9537	31	8	0	20	1	92
otu_9538	0	0	0	0	2	0
otu_9539	0	6	0	0	0	2
otu_9540	20	11	0	0	0	16
otu_9542	2160	0	0	0	1	0
otu_9543	38	0	2	3	4	1
otu_9545	6	0	0	3	0	0
otu_9547	0	0	0	0	0	22
otu_9550	3	0	0	0	0	0
otu_9552	0	0	0	0	2	2
otu_9553	0	1	0	0	0	0
otu_9554	0	2	0	0	0	0
otu_9555	0	0	166	0	0	0
otu_9557	0	0	0	0	2	2
otu_9558	11	0	6	32	0	9
otu_9560	346	135	0	415	33	5
otu_9561	42	2	2	118	3	35
otu_9562	66	4	1	1	0	6
otu_9565	0	0	0	0	0	1
otu_9567	18	0	0	27	3	1
otu_9569	0	0	5	0	0	0
otu_9571	33	0	0	63	0	0
otu_9572	0	0	0	0	0	89
otu_9573	47	2	7	25	21	9
otu_9574	0	0	5	0	20	21
otu_9575	0	0	0	0	0	17
otu_9577	0	0	1	0	0	3
otu_9579	0	0	3	1	0	60
otu_9580	3	2	2	6	2	39
otu_9582	0	1	0	0	0	0
otu_9583	0	0	1	4	0	11
otu_9585	19	0	3	3	1	1
otu_9586	0	0	2	4	2	6
otu_9587	2	1	0	0	0	8
otu_9589	3	0	0	0	0	4
otu_9590	0	0	6	0	4	26
otu_9591	46	2	6	83	32	7
otu_9592	10	0	0	27	44	2
otu_9593	0	0	0	0	6	0
otu_9594	2	1	0	1	1	5
otu_9595	0	0	2	1	16	17
otu_9596	13	34	6	0	0	5
otu_9597	0	1	0	0	0	0
otu_9599	1	3	30	0	0	0
otu_9602	0	1	58	0	2	0
otu_9603	0	0	0	0	4	8
otu_9604	19	0	0	12	0	6
otu_9605	83	106	1	0	8	16
otu_9606	0	0	41	0	0	0
otu_9607	33	1	0	18	15	70
otu_9608	0	0	5	0	0	2
otu_9609	0	1	0	0	0	6
otu_9610	0	2	0	1	92	70
otu_9611	0	0	0	0	0	103
otu_9612	0	0	3	0	0	0
otu_9615	0	0	0	0	1	14
otu_9617	0	0	0	0	1	6
otu_9618	1	5	17	2	3	2
otu_9621	1	0	4	0	10	2
otu_9625	25	4	7	159	22	11
otu_9629	1	1	0	0	2	8
otu_9630	0	0	1	0	1	0
otu_9631	0	0	0	0	2	0
otu_9633	6	0	0	15	0	0
otu_9636	0	1	7	0	50	60
otu_9637	0	0	2	75	28	0
otu_9638	0	0	3	0	0	3
otu_9641	18	0	7	82	0	5
otu_9642	32	24	64	0	4	0
otu_9643	0	0	0	0	0	11
otu_9646	13	7	0	0	0	1
otu_9647	0	0	0	0	0	8
otu_9648	38	1	0	58	0	14
otu_9649	12	18	0	47	5	7
otu_9651	181	1	6	38	4	22
otu_9652	1	12	5	7	0	0
otu_9655	0	1	0	7	5	27
otu_9656	0	1	43	0	0	0
otu_9659	0	0	0	5	0	9
otu_9660	57	0	0	44	18	1
otu_9663	3	5	0	0	0	6
otu_9664	739	0	0	0	23	0
otu_9665	7	0	2	0	0	0
otu_9666	0	0	0	0	6	0
otu_9668	0	1	0	0	0	334
otu_9669	2	6	4	1	25	7
otu_9671	0	1	0	0	0	0
otu_9672	0	1	5	0	11	6
otu_9674	1	1	6	0	32	10
otu_9676	3	0	0	0	0	5
otu_9677	0	0	0	0	0	35
otu_9678	64	0	2	216	1	10
otu_9679	0	0	0	0	0	2
otu_9681	0	1	2	0	0	0
otu_9682	0	1	36	0	0	1
otu_9684	50	0	0	173	2	3
otu_9685	0	0	1	0	0	387
otu_9686	1	0	0	0	0	35
otu_9687	0	0	0	0	0	8
otu_9688	0	0	0	0	0	10
otu_9689	33	0	0	104	0	0
otu_9690	0	0	22	0	3	10
otu_9692	46	5	23	63	2	72
otu_9693	0	0	0	1	2	14
otu_9694	0	10	27	2	9	12
otu_9696	0	0	0	0	1	4
otu_9698	2	0	5	0	5	23
otu_9700	0	0	0	0	0	116
otu_9701	0	0	0	0	0	67
otu_9705	0	0	2	0	0	0
otu_9706	0	2	0	0	0	98
otu_9709	12	2	0	28	2	6
otu_9710	61	0	0	17	13	2
otu_9712	7	0	1	71	2	16
otu_9713	18	0	0	5	3	6
otu_9714	0	3	0	0	1	0
otu_9717	35	399	0	0	5	0
otu_9718	133	2	2	31	2	6
otu_9721	0	0	0	0	0	1
otu_9722	0	1	1	0	0	0
otu_9725	48	6	25	193	20	32
otu_9727	7	44	0	13	4	0
otu_9729	0	1	0	0	0	0
otu_9731	0	1	0	0	0	3
otu_9733	14	1	1	43	15	6
otu_9739	1	0	3	5	4	1
otu_9741	1	44	1	18	1	91
otu_9744	3	0	12	7	6	37
otu_9745	112	161	0	7	5	2
otu_9746	1	0	6	3	0	43
otu_9749	0	0	0	2	0	0
otu_9750	1	1	0	0	0	74
otu_9751	209	1	24	244	83	295
otu_9754	0	0	9	0	3	0
otu_9760	5	1	8	10	11	11
otu_9761	0	0	1	0	0	203
otu_9763	0	0	0	0	0	27
otu_9764	15	0	1	1	0	0
otu_9766	0	0	0	1	0	0
otu_9768	31	8	4	10	9	12
otu_9769	0	0	0	0	0	9
otu_9771	5	3	0	34	8	10
otu_9772	0	0	5	1	16	30
otu_9773	1	0	0	6	0	7
otu_9774	2	0	0	184	46	17
otu_9776	11	0	0	0	1	14
otu_9777	1	32	0	1	0	0
otu_9779	0	0	0	0	0	43
otu_9780	0	0	0	1	0	0
otu_9781	0	0	0	0	0	36
otu_9784	0	0	0	0	0	11
otu_9787	0	0	13	0	21	0
otu_9789	0	0	0	9	3	0
otu_9790	0	11	0	0	0	0
otu_9792	4	1	0	0	0	0
otu_9794	0	44	0	0	0	0
otu_9795	0	0	1	0	4	2
otu_9797	226	0	0	161	0	0
otu_9799	73	0	2	6	14	5
otu_9800	32	0	1	13	0	7
otu_9802	0	0	0	0	0	180
otu_9803	0	0	0	0	0	6
otu_9805	0	0	1	1	0	3
otu_9806	0	1	4	0	2	0
otu_9807	14	0	8	21	4	13
otu_9808	0	0	58	1	0	0
otu_9809	118	0	47	40	0	37
otu_9810	0	3	0	0	0	0
otu_9813	0	0	0	0	0	15
otu_9816	0	1	0	0	0	0
otu_9817	0	0	1	0	5	13
otu_9819	0	2	0	0	0	0
otu_9820	0	0	0	0	0	23
otu_9821	23	27	5	1	0	12
otu_9822	0	0	7	0	0	1
otu_9823	0	0	0	0	2	6
otu_9824	1	0	1	0	1	26
otu_9825	0	0	0	2	29	0
otu_9826	5	0	0	0	0	22
otu_9827	0	0	2	1	2	6
otu_9828	0	1	2	1	0	25
otu_9831	0	1	3	0	51	27
otu_9834	0	0	0	0	0	53
otu_9836	0	0	0	0	15	0
otu_9838	0	0	1	0	1	31
otu_9839	0	0	46	0	0	0
otu_9840	7	0	0	7	0	15
otu_9841	0	0	0	0	0	436
otu_9842	3	0	1	2	0	0
otu_9844	18	0	0	2	0	0
otu_9846	0	7	0	0	0	0
otu_9848	0	1	0	0	0	0
otu_9850	0	0	13	0	0	133
otu_9851	88	0	4	0	2	1
otu_9852	0	0	0	0	31	0
otu_9853	18	26	16	44	0	8
otu_9854	0	0	0	134	0	0
otu_9856	3	0	0	0	0	1
otu_9857	0	0	4	0	0	0
otu_9859	0	0	0	0	0	33
otu_9860	192	0	0	0	3	0
otu_9861	8	2	16	7	8	0
otu_9865	20	4	5	70	16	7
otu_9866	0	0	2	0	1	32
otu_9867	1	0	0	0	0	0
otu_9869	0	0	0	0	0	230
otu_9870	271	50	40	0	0	5
otu_9874	0	0	2	0	1	0
otu_9875	0	0	0	0	26	0
otu_9879	0	0	10	0	6	3
otu_9880	12	0	18	11	3	1
otu_9883	310	2	0	15	689	1
otu_9885	0	0	0	0	7	0
otu_9886	0	0	7	0	0	12
otu_9887	1	0	0	0	0	0
otu_9888	36	2	0	0	0	5
otu_9889	0	0	1	0	0	0
otu_9890	0	0	8	0	0	121
otu_9892	0	2	0	0	0	2
otu_9893	9	39	2	3	203	29
otu_9894	0	0	7	0	0	8
otu_9895	0	2	0	0	0	0
otu_9896	728	13	0	0	0	24
otu_9897	0	0	5	0	18	0
otu_9900	0	1	12	0	13	7
otu_9901	5	0	0	0	3	0
otu_9902	0	0	0	0	0	29
otu_9904	9	3	0	12	1	45
otu_9905	0	0	3	1	2	3
otu_9908	10	2	40	57	37	27
otu_9909	0	0	0	0	0	36
otu_9911	0	0	0	1	0	0
otu_9912	0	0	6	0	28	1
otu_9913	1	0	0	0	0	21
otu_9918	0	0	0	0	0	3
otu_9920	56	5	1	149	7	27
otu_9922	0	0	0	0	0	7
otu_9924	0	0	0	0	0	46
otu_9925	0	0	0	0	0	22
otu_9928	0	1	4	0	0	6
otu_9929	0	0	0	0	0	2
otu_9930	0	0	0	0	0	1
otu_9931	0	0	10	1	0	0
otu_9932	0	0	0	0	0	5
otu_9933	0	0	0	0	0	6
otu_9935	0	0	13	0	2	1
otu_9936	0	4	0	0	0	4
otu_9937	67	2	0	135	2	5
otu_9939	84	2	3	23	4	0
otu_9942	191	34	0	280	22	5
otu_9943	0	0	0	0	5	0
otu_9945	6	0	0	93	0	1
otu_9946	0	0	0	0	0	6
otu_9947	0	0	3	0	0	0
otu_9948	2	0	1	0	9	0
otu_9950	0	2	0	1	0	0
otu_9951	2	0	3	3	1	2
otu_9953	0	0	0	0	0	32
otu_9955	45	0	0	0	0	0
otu_9956	0	1	44	0	0	28
otu_9957	0	0	0	0	0	1
otu_9958	0	0	0	0	0	28
otu_9961	0	19	0	0	0	0
otu_9962	6	0	3	25	4	0
otu_9963	12	3	2	8	7	85
otu_9964	9	0	28	15	12	12
otu_9965	0	0	0	8	0	3
otu_9968	0	1	0	0	0	0
otu_9970	0	0	4	0	0	10
otu_9971	0	9	0	0	0	0
otu_9973	0	0	15	0	0	0
otu_9974	0	0	0	0	0	24
otu_9975	0	0	0	0	1	14
otu_9977	0	0	2	2	0	0
otu_9978	31	5	0	0	0	0
otu_9981	0	0	0	0	0	110
otu_9983	5	3	0	0	1	11
otu_9986	5	4	1	32	0	12
otu_9987	1	3	1	61	0	380
otu_9988	3	0	0	0	0	12
otu_9989	0	0	53	0	0	8
otu_9990	0	0	0	0	0	2
otu_9991	0	0	0	0	0	41
otu_9993	0	0	0	0	0	1
otu_9994	0	0	0	0	0	5
otu_9997	6	0	0	22	0	41
otu_9998	0	5	0	0	0	0
otu_10001	0	0	0	10	0	4
otu_10002	0	11	0	0	0	0
otu_10003	1	1	0	5	0	0
otu_10005	11	0	2	0	0	0
otu_10006	5	0	0	1	2	9
otu_10008	0	1	0	0	0	8
otu_10010	0	0	0	0	0	2
otu_10011	0	0	1	0	0	13
otu_10012	6	1	0	8	0	10
otu_10013	0	19	0	0	0	266
otu_10014	0	0	2	0	0	0
otu_10015	13	0	0	0	0	0
otu_10016	0	0	0	0	0	136
otu_10017	11	0	0	0	1	0
otu_10018	19	2	2	0	0	0
otu_10022	1	0	28	11	18	0
otu_10023	39	10	7	56	11	20
otu_10024	1	0	7	0	1	1
otu_10025	0	0	0	0	0	3
otu_10026	276	2	1	4	0	2
otu_10027	5	0	0	0	0	0
otu_10028	170	0	0	0	0	0
otu_10031	0	0	5	1	0	1
otu_10033	0	0	0	0	0	1
otu_10035	0	0	0	0	0	5
otu_10038	0	0	0	0	0	5
otu_10039	0	0	11	0	26	0
otu_10040	0	0	2	0	0	3
otu_10042	1	2	14	15	4	0
otu_10043	1	0	16	16	17	23
otu_10044	0	0	0	0	0	2
otu_10046	56	0	0	61	0	1
otu_10047	0	2	50	0	0	4
otu_10049	91	2	0	6	1	21
otu_10051	0	3	86	1	1	0
otu_10054	1	0	0	0	0	6
otu_10056	0	1	0	0	0	0
otu_10058	0	0	0	0	1	156
otu_10060	0	0	14	0	16	0
otu_10061	48	589	2	5	0	0
otu_10065	31	0	0	0	0	0
otu_10066	0	0	0	0	147	2
otu_10067	0	0	0	0	0	11
otu_10068	0	0	0	0	0	5
otu_10069	116	0	0	0	0	0
otu_10070	4	2	0	61	7	10
otu_10071	0	0	0	0	28	9
otu_10072	0	0	0	0	3	9
otu_10073	0	1	1	0	0	28
otu_10076	4	0	0	3	0	0
otu_10078	0	0	1	0	0	28
otu_10079	0	0	0	0	4	180
otu_10080	40	3	0	4	0	0
otu_10082	1	0	0	0	1	0
otu_10083	2469	83	0	31	0	0
otu_10085	5	5	2	27	6	11
otu_10088	0	1	0	0	0	21
otu_10089	40	0	5	12	1	4
otu_10090	0	0	0	0	0	99
otu_10091	2	0	0	1	0	5
otu_10094	0	0	6	0	0	0
otu_10095	0	0	28	0	9	3
otu_10096	0	8	0	0	0	0
otu_10098	46	5	2	57	7	8
otu_10099	0	0	0	0	0	7
otu_10103	0	2	7	0	0	3
otu_10105	0	1	0	0	0	53
otu_10107	32	0	0	47	2	4
otu_10109	41	0	3	49	17	16
otu_10110	0	0	4	0	0	0
otu_10113	19	1	0	151	28	0
otu_10114	0	0	2	5	1	3
otu_10115	127	30	0	0	0	3
otu_10116	11	1	0	36	11	49
otu_10118	2	0	0	0	0	0
otu_10119	0	1	28	0	1	21
otu_10121	0	0	0	0	0	13
otu_10122	0	0	1	1	0	0
otu_10125	1	0	0	0	0	0
otu_10129	0	0	1	0	0	0
otu_10132	6	11	0	0	0	1
otu_10134	0	0	3	0	14	14
otu_10135	0	0	0	3	0	2
otu_10136	0	0	1	0	2	14
otu_10138	1	0	2	0	7	3
otu_10139	2	1	6	69	15	22
otu_10140	10	4	12	12	26	31
otu_10141	0	1	11	0	0	0
otu_10144	0	1	15	0	50	19
otu_10146	0	0	3	0	4	5
otu_10148	0	0	0	0	0	20
otu_10153	30	4	3	80	34	0
otu_10154	1	0	1	0	12	12
otu_10155	7	15	0	0	0	2
otu_10158	69	0	0	48	0	7
otu_10160	27	3	0	2	0	0
otu_10163	0	1	0	1	0	0
otu_10164	0	0	0	0	0	1
otu_10166	0	1	0	0	0	0
otu_10167	0	0	0	0	0	1
otu_10169	3	2	0	0	0	35
otu_10170	0	0	0	0	0	1
otu_10172	0	1	0	0	0	0
otu_10173	24	2	7	27	14	16
otu_10174	0	0	0	0	0	6
otu_10175	1	3	4	0	8	0
otu_10176	0	0	0	0	0	24
otu_10180	2	25	1	0	0	26
otu_10181	0	0	3	0	0	0
otu_10182	0	3	0	0	9	1
otu_10185	0	0	0	0	0	9
otu_10186	1	0	0	0	0	0
otu_10187	391	1	0	0	0	0
otu_10188	5	0	0	0	0	0
otu_10189	0	0	2	0	0	143
otu_10190	0	0	15	0	0	0
otu_10191	0	0	2	1	15	41
otu_10192	0	3	1	1	0	2
otu_10194	6	0	0	9	1	0
otu_10195	0	0	2	0	4	0
otu_10196	31	3	9	1	1	0
otu_10197	5	9	5	8	13	10
otu_10198	0	0	4	0	0	7
otu_10199	0	2	0	0	0	0
otu_10200	0	1	9	0	0	8
otu_10201	15	5	11	33	3	1
otu_10202	2441	49	0	0	0	0
otu_10203	1	0	0	0	0	0
otu_10205	0	0	1	0	3	0
otu_10207	0	0	12	0	1	3
otu_10209	1	0	1	0	0	32
otu_10210	0	0	0	0	1	4
otu_10215	0	23	0	0	0	1
otu_10219	108	7	0	0	0	12
